Sample01,Sample02,Sample03,Sample04,Sample05,Sample06,Sample07,Sample08,Sample09,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23
group_166,atpA,atpH_2,lpd,lpd,lpd,miaB,bla,bla,mrcA,mrcA,group_1543,miaB,mrcA,bla,mrcA,mrcA,bla,nuoI,bla,,group_900,
group_361,atpH_2,lpd,group_1719,group_1719,group_1719,group_358,mrcA,mrcA,miaB,miaB,group_290,group_358,miaB,mrcA,miaB,miaB,mrcA,nuoH,mrcA,,kefC,
infA,lpd,group_1719,group_897,group_897,group_897,group_1832,miaB,miaB,group_358,group_358,group_98,group_1832,group_358,miaB,group_358,group_358,miaB,nqo3,miaB,,rsfS,
maf,group_1719,group_897,group_163,group_163,group_163,group_359,group_358,group_358,group_1832,group_1832,ndhB_3,group_359,group_1832,group_358,group_1832,group_1832,group_358,group_890,group_358,,group_1723,
dksA,group_897,group_163,bla,bla,bla,group_165,group_1832,group_1832,group_359,group_359,group_989,group_164,group_359,group_1832,group_359,group_359,group_1832,acnA,group_1832,,group_2881,
xerC,group_163,bla,mrcA,mrcA,mrcA,group_164,group_359,group_359,group_165,group_165,hemB,group_900,group_165,group_359,group_164,group_165,group_359,atpC,group_359,,group_2882,
group_364,bla,mrcA,miaB,miaB,miaB,group_900,group_165,group_165,group_164,group_164,group_1808,kefC,group_164,group_165,group_900,group_164,group_165,atpD,group_165,,group_2883,
pld,mrcA,miaB,group_357,group_357,group_357,kefC,group_164,group_164,group_900,group_900,group_121,rsfS,group_900,group_164,kefC,group_900,group_164,atpG,group_164,,group_2884,
group_365,miaB,group_357,group_358,group_358,group_358,rsfS,group_900,group_900,kefC,kefC,priA,group_1723,kefC,group_900,rsfS,kefC,group_900,atpA,group_900,,group_360,
ubiD,group_357,group_358,group_1832,group_1832,group_1832,group_1723,kefC,kefC,rsfS,rsfS,bsdB,ompB_2,rsfS,kefC,group_1723,rsfS,kefC,atpH_2,kefC,,group_2885,
ppiD,group_358,group_1832,group_359,group_359,group_359,ompB_2,rsfS,rsfS,group_1723,group_1723,group_1546,group_1725,group_1723,rsfS,ompB_2,group_1723,rsfS,lpd,rsfS,,group_41,
group_904,group_1832,group_359,group_899,group_899,group_899,group_1725,group_1723,group_1723,ompB_2,ompB_2,dnaC,group_360,ompB_2,group_1723,group_1725,ompB_2,group_1723,group_1719,group_1723,,group_2886,
group_1731,group_359,group_899,group_164,group_164,group_164,group_360,ompB_2,ompB_2,group_1725,group_1725,group_728,group_39,group_1725,ompB_2,group_360,group_1725,ompB_2,group_897,ompB_2,,group_166,
group_905,group_899,group_164,group_900,group_900,group_900,group_39,group_1725,group_1725,group_360,group_360,group_1549,group_1726,group_360,group_1725,group_39,group_360,group_1725,group_163,group_1725,,group_2887,
group_1732,group_164,group_900,kefC,kefC,kefC,group_1726,group_360,group_360,group_39,group_39,group_729,group_166,group_39,group_360,group_1726,group_39,group_360,bla,group_360,,infA,
map,group_900,kefC,rsfS,rsfS,rsfS,group_166,group_39,group_39,group_1726,group_1726,rluB,group_361,group_1726,group_39,group_166,group_1726,group_39,mrcA,group_39,,maf,
group_907,kefC,rsfS,group_1723,group_1723,group_1723,group_361,group_1726,group_1726,group_166,group_166,group_122,infA,group_166,group_1726,group_361,group_166,group_1726,miaB,group_1726,,dksA,
tagO,rsfS,group_1723,ompB_2,ompB_2,ompB_2,infA,group_166,group_166,group_361,group_361,rsmD,maf,group_361,group_166,infA,group_361,group_166,group_358,group_166,,xerC,
group_908,group_1723,ompB_2,group_1725,group_1725,group_1725,maf,group_361,group_361,infA,infA,radA,dksA,infA,group_361,maf,infA,group_361,group_1832,group_361,,group_364,
group_1734,ompB_2,group_1725,group_360,group_360,group_360,dksA,infA,infA,maf,maf,group_733,xerC,maf,infA,dksA,maf,infA,group_359,infA,,pld,
group_909,group_1725,group_360,group_39,group_39,group_39,xerC,maf,maf,dksA,dksA,recO,group_364,dksA,maf,xerC,dksA,maf,group_165,maf,,group_2888,
fdxA,group_360,group_39,group_40,group_40,group_40,group_364,dksA,dksA,xerC,xerC,group_735,pld,xerC,dksA,group_364,xerC,dksA,group_164,dksA,,ubiD,
ccmC,group_39,group_40,group_1726,group_1726,group_1726,pld,xerC,xerC,group_364,group_364,group_736,group_365,group_364,xerC,pld,group_364,xerC,group_900,xerC,,ppiD,
tadA,group_40,group_1726,group_166,group_166,group_166,group_365,group_364,group_364,pld,pld,group_291,phaC,pld,group_364,group_365,pld,group_364,kefC,group_364,,group_2889,
fieF,group_1726,group_166,group_362,group_362,group_362,phaC,pld,pld,group_365,group_365,infB,ubiD,group_365,pld,phaC,group_365,pld,rsfS,pld,,group_2890,
group_1738,group_166,group_362,group_361,group_361,group_361,ubiD,group_365,group_365,phaC,phaC,group_1809,ppiD,phaC,group_365,ubiD,phaC,group_365,group_1723,group_365,,group_2891,
group_1739,group_362,group_361,infA,infA,infA,ppiD,phaC,phaC,ubiD,ubiD,nusA,group_1840,ubiD,phaC,ppiD,ubiD,phaC,ompB_2,phaC,,group_2892,
znuC,group_361,infA,maf,maf,maf,group_1834,ubiD,ubiD,ppiD,ppiD,rimP,group_1731,ppiD,ubiD,group_1840,ppiD,ubiD,group_1725,ubiD,,group_1731,
group_76,infA,maf,dksA,dksA,dksA,group_1731,ppiD,ppiD,group_1834,group_1834,hmp,group_905,group_1834,ppiD,group_1731,group_1834,ppiD,group_360,ppiD,,group_2893,
group_367,maf,dksA,xerC,xerC,xerC,group_905,group_1834,group_1834,group_1731,group_1731,group_1551,group_1732,group_1731,group_1834,group_905,group_1731,group_1834,group_39,group_1834,,map,
group_1740,dksA,xerC,group_364,group_364,group_364,group_1732,group_1731,group_1731,group_905,group_905,nsrR,map,group_905,group_1731,group_1732,group_905,group_1731,group_1726,group_1731,,group_907,
uvrA,xerC,group_364,pld,pld,pld,map,group_905,group_905,group_1732,group_1732,tlyA,group_907,group_1732,group_905,map,group_1732,group_905,group_166,group_905,,group_2894,
ssb,group_364,pld,group_365,group_365,group_365,group_907,group_1732,group_1732,map,map,tyrS,tagO,map,group_1732,group_907,map,group_1732,group_361,group_1732,,tagO,
group_912,pld,group_365,ubiD,ubiD,ubiD,tagO,map,map,group_907,group_907,group_293,group_908,group_907,map,tagO,group_907,map,infA,map,,group_908,
group_1741,group_365,ubiD,ppiD,ppiD,ppiD,group_908,group_907,group_907,tagO,tagO,group_738,group_1734,tagO,group_907,group_908,tagO,group_907,maf,group_907,,group_2895,
group_369,ubiD,ppiD,group_3416,group_3416,group_3416,group_1734,tagO,tagO,group_908,group_908,group_294,group_909,group_908,tagO,group_1734,group_908,tagO,dksA,tagO,,group_909,
group_1742,ppiD,group_3416,group_1901,group_1901,group_1901,group_909,group_908,group_908,group_1734,group_1734,group_295,fdxA,group_1734,group_908,group_909,group_1734,group_908,xerC,group_908,,fdxA,
htpG,group_1900,group_1901,group_1731,group_1731,group_1731,fdxA,group_1734,group_1734,group_909,group_909,group_739,ccmC,group_909,group_1734,fdxA,group_909,group_1734,group_364,group_1734,,ccmC,
hemA,group_1901,group_1731,group_905,group_905,group_905,ccmC,group_909,group_909,fdxA,fdxA,group_296,tadA,fdxA,group_909,ccmC,fdxA,group_909,pld,group_909,,tadA,
group_1744,group_1731,group_905,group_1732,group_1732,group_1732,tadA,fdxA,fdxA,ccmC,ccmC,group_740,fieF,ccmC,fdxA,tadA,ccmC,fdxA,group_365,fdxA,,fieF,
tig,group_905,group_1732,map,map,map,fieF,ccmC,ccmC,tadA,tadA,group_1810,group_1738,tadA,ccmC,fieF,tadA,ccmC,phaC,ccmC,,group_1738,
cgtA,group_1732,map,group_907,group_907,group_907,group_1738,tadA,tadA,fieF,fieF,group_297,group_980,fieF,tadA,group_1738,fieF,tadA,ubiD,tadA,,group_980,
gltA,map,group_907,tagO,tagO,tagO,group_980,fieF,fieF,group_1738,group_1738,yfhM,znuC,group_1738,fieF,group_980,group_1738,fieF,ppiD,fieF,,znuC,
group_1746,group_907,tagO,group_908,group_908,group_908,znuC,group_1738,group_1738,group_980,group_980,group_125,group_76,group_980,group_1738,znuC,group_980,group_1738,group_904,group_1738,,group_2896,
rluD,tagO,group_908,group_1734,group_1734,group_1734,group_76,group_980,group_980,znuC,znuC,group_127,group_367,znuC,group_980,group_76,znuC,group_980,group_1731,group_980,,group_2897,
group_371,group_908,group_1734,group_1902,group_1902,group_1902,group_367,znuC,znuC,group_76,group_76,fadN,group_1740,group_76,znuC,group_367,group_76,znuC,group_905,znuC,,group_76,
group_372,group_1734,group_1902,group_909,group_909,group_909,group_1740,group_76,group_76,group_367,group_367,group_742,uvrA,group_367,group_76,group_1740,group_367,group_76,group_1732,group_76,,group_2898,
group_916,group_1902,group_909,fdxA,fdxA,fdxA,uvrA,group_367,group_367,group_1740,group_1740,group_743,ssb,group_1740,group_367,uvrA,group_1740,group_367,map,group_367,,group_2899,
prmC,group_909,fdxA,ccmC,ccmC,ccmC,ssb,group_1740,group_1740,uvrA,uvrA,group_298,group_912,uvrA,group_1740,ssb,uvrA,group_1740,group_907,group_1740,,group_2900,
ywlC,fdxA,ccmC,tadA,tadA,tadA,group_912,uvrA,uvrA,ssb,ssb,ubiL,group_1741,ssb,uvrA,group_912,ssb,uvrA,tagO,uvrA,,uvrA,
glyS,ccmC,tadA,fieF,fieF,fieF,group_1741,ssb,ssb,group_912,group_912,glnG,rrrD,group_912,ssb,group_1741,group_912,ssb,group_908,ssb,,ssb,
glyQ,tadA,fieF,group_1738,group_1738,group_1738,rrrD,group_912,group_912,group_1741,group_1741,group_744,group_369,group_1741,group_912,rrrD,group_1741,group_912,group_1734,group_912,,group_912,
fitB,fieF,group_1738,group_1739,group_1739,group_1739,group_369,group_1741,group_1741,rrrD,rrrD,group_745,group_1742,rrrD,group_1741,group_369,rrrD,group_1741,group_909,group_1741,,group_2901,
group_1749,group_1738,group_1739,znuC,znuC,znuC,group_1742,rrrD,rrrD,group_369,group_369,mrdA,htpG,group_369,rrrD,group_1742,group_369,rrrD,fdxA,rrrD,,group_2902,
queH,group_1739,znuC,group_77,group_77,group_77,htpG,group_369,group_369,group_1742,group_1742,group_747,hemA,group_1742,group_369,htpG,group_1742,group_369,ccmC,group_369,,group_2903,
proP_3,znuC,group_77,group_76,group_76,group_76,hemA,group_1742,group_1742,htpG,htpG,group_299,group_1744,htpG,group_1742,hemA,htpG,group_1742,tadA,group_1742,,group_1742,
group_921,group_77,group_76,group_367,group_367,group_367,group_1744,htpG,htpG,hemA,hemA,ftsI,tig,hemA,htpG,group_1744,hemA,htpG,fieF,htpG,,htpG,
group_1751,group_76,group_367,group_1740,group_1740,group_1740,tig,hemA,hemA,group_1744,group_1744,group_1558,cgtA,group_1744,hemA,tig,group_1744,hemA,group_1738,hemA,,hemA,
group_922,group_367,group_1740,uvrA,uvrA,uvrA,cgtA,group_1744,group_1744,tig,tig,rsmH,gltA,tig,group_1744,cgtA,tig,group_1744,group_980,group_1744,,group_2904,
alaS,group_1740,uvrA,ssb,ssb,ssb,gltA,tig,tig,cgtA,cgtA,mraZ,group_1746,cgtA,tig,gltA,cgtA,tig,znuC,tig,,group_2905,
truA,uvrA,ssb,group_912,group_912,group_912,group_1746,cgtA,cgtA,gltA,gltA,group_969,rluD,gltA,cgtA,group_1746,gltA,cgtA,group_76,cgtA,,tig,
rpoD,ssb,group_912,group_1741,group_1741,group_1741,rluD,gltA,gltA,group_1746,group_1746,group_749,group_371,group_1746,gltA,rluD,group_1746,gltA,group_367,gltA,,cgtA,
dnaG,group_912,group_1741,rrrD,rrrD,rrrD,group_371,group_1746,group_1746,rluD,rluD,group_1560,group_1836,rluD,group_1746,group_371,rluD,group_1746,group_1740,group_1746,,gltA,
group_925,group_1741,rrrD,group_369,group_369,group_369,group_1836,rluD,rluD,group_371,group_371,group_65,group_372,group_371,rluD,group_1836,group_371,rluD,uvrA,rluD,,group_2906,
greA,rrrD,group_369,group_1742,group_1742,group_1742,group_372,group_371,group_371,group_1836,group_1836,uvrC,group_373,group_1836,group_371,group_372,group_1836,group_371,ssb,group_371,,group_1746,
group_1754,group_369,group_1742,htpG,htpG,htpG,group_373,group_1836,group_1836,group_372,group_372,group_1561,group_916,group_372,group_1836,group_373,group_372,group_1836,group_912,group_1836,,rluD,
pntAA,group_1742,htpG,hemA,hemA,hemA,group_916,group_372,group_372,group_373,group_373,group_751,group_981,group_373,group_372,group_916,group_373,group_372,group_1741,group_372,,group_2907,
lolA,htpG,hemA,group_1903,group_1903,group_1903,group_981,group_373,group_373,group_916,group_916,group_1811,prmC,group_916,group_373,group_981,group_916,group_373,rrrD,group_373,,group_981,
ruvB_2,hemA,group_1903,group_1904,group_1904,group_1904,prmC,group_916,group_916,group_981,group_981,ogt,ywlC,group_981,group_916,prmC,group_981,group_916,group_369,group_916,,prmC,
ybaB,group_1903,group_1904,tig,tig,tig,ywlC,group_981,group_981,prmC,prmC,group_300,glyS,prmC,group_981,ywlC,prmC,group_981,group_1742,group_981,,ywlC,
group_375,group_1904,tig,cgtA,cgtA,cgtA,glyS,prmC,prmC,ywlC,ywlC,group_1563,glyQ,ywlC,prmC,glyS,ywlC,prmC,htpG,prmC,,glyS,
group_1756,tig,cgtA,gltA,gltA,gltA,glyQ,ywlC,ywlC,glyS,glyS,group_130,fitB,glyS,ywlC,glyQ,glyS,ywlC,hemA,ywlC,,glyQ,
group_929,cgtA,gltA,group_1746,group_1746,group_1746,fitB,glyS,glyS,glyQ,glyQ,group_132,group_1749,glyQ,glyS,fitB,glyQ,glyS,group_1744,glyS,,group_2908,
group_376,gltA,group_1746,rluD,rluD,rluD,group_1749,glyQ,glyQ,fitB,fitB,group_1564,queH,fitB,glyQ,group_1749,fitB,glyQ,tig,glyQ,,group_1749,
group_1757,group_1746,rluD,group_371,group_371,group_371,queH,fitB,fitB,group_1749,group_1749,group_752,proP_3,group_1749,fitB,queH,group_1749,fitB,cgtA,fitB,,queH,
group_930,rluD,group_371,group_372,group_372,group_372,proP_3,group_1749,group_1749,queH,queH,group_134,group_921,queH,group_1749,proP_3,queH,group_1749,gltA,group_1749,,proP_3,
group_931,group_371,group_372,group_916,group_916,group_916,group_921,queH,queH,proP_3,proP_3,group_1565,group_1751,proP_3,queH,group_921,proP_3,queH,group_1746,queH,,group_2909,
glnQ,group_372,group_916,group_981,group_981,group_981,group_1751,proP_3,proP_3,group_921,group_921,group_1566,group_922,group_921,proP_3,group_1751,group_921,proP_3,rluD,proP_3,,group_921,
phnP,group_916,group_981,prmC,prmC,prmC,group_922,group_921,group_921,group_1751,group_1751,group_301,alaS,group_1751,group_921,group_922,group_1751,group_921,group_371,group_921,,group_1751,
group_932,group_981,prmC,ywlC,ywlC,ywlC,alaS,group_1751,group_1751,group_922,group_922,group_302,truA,group_922,group_1751,alaS,group_922,group_1751,group_1836,group_1751,,group_922,
dinJ,prmC,ywlC,glyS,glyS,glyS,truA,group_922,group_922,alaS,alaS,group_1812,rpoD,alaS,group_922,truA,alaS,group_922,group_372,group_922,,alaS,
group_1761,ywlC,glyS,glyQ,glyQ,glyQ,rpoD,alaS,alaS,truA,truA,group_753,dnaG,truA,alaS,rpoD,truA,alaS,group_373,alaS,,truA,
group_933,glyS,glyQ,fitB,fitB,fitB,dnaG,truA,truA,rpoD,rpoD,group_970,group_925,rpoD,truA,dnaG,rpoD,truA,group_916,truA,,rpoD,
group_934,glyQ,fitB,group_1749,group_1749,group_1749,group_925,rpoD,rpoD,dnaG,dnaG,group_754,greA,dnaG,rpoD,group_925,dnaG,rpoD,group_981,rpoD,,dnaG,
group_1762,fitB,group_1749,queH,queH,queH,greA,dnaG,dnaG,group_925,group_925,group_1813,group_1754,group_925,dnaG,greA,group_925,dnaG,prmC,dnaG,,group_925,
dapE,group_1749,queH,proP_3,proP_3,proP_3,group_1754,group_925,group_925,greA,greA,group_1567,pntAA,greA,group_925,group_1754,greA,group_925,ywlC,group_925,,greA,
group_78,queH,proP_3,group_921,group_921,group_921,pntAA,greA,greA,group_1754,group_1754,group_755,lolA,group_1754,greA,pntAA,group_1754,greA,glyS,greA,,group_1754,
group_79,proP_3,group_921,group_1751,group_1751,group_1751,lolA,group_1754,group_1754,pntAA,pntAA,group_756,ruvB_2,pntAA,group_1754,lolA,pntAA,group_1754,glyQ,group_1754,,pntAA,
group_377,group_921,group_1751,group_922,group_922,group_922,ruvB_2,pntAA,pntAA,lolA,lolA,group_757,ybaB,lolA,pntAA,ruvB_2,lolA,pntAA,fitB,pntAA,,lolA,
group_1764,group_1751,group_922,alaS,alaS,alaS,ybaB,lolA,lolA,ruvB_2,ruvB_2,group_758,group_375,ruvB_2,lolA,ybaB,ruvB_2,lolA,group_1749,lolA,,ruvB_2,
group_935,group_922,alaS,truA,truA,truA,group_375,ruvB_2,ruvB_2,ybaB,ybaB,group_303,group_1756,ybaB,ruvB_2,group_375,ybaB,ruvB_2,queH,ruvB_2,,ybaB,
group_1765,alaS,truA,rpoD,rpoD,rpoD,group_1756,ybaB,ybaB,group_375,group_375,group_1569,group_929,group_375,ybaB,group_1756,group_375,ybaB,proP_3,ybaB,,group_929,
nhaA_2,truA,rpoD,dnaG,dnaG,dnaG,group_929,group_375,group_375,group_1756,group_1756,group_1815,group_376,group_1756,group_375,group_929,group_1756,group_375,group_921,group_375,,group_2910,
group_379,rpoD,dnaG,group_925,group_925,group_925,group_376,group_1756,group_1756,group_929,group_929,group_304,group_1757,group_929,group_1756,group_376,group_929,group_1756,group_1751,group_1756,,group_2911,
lipB,dnaG,group_925,greA,greA,greA,group_1757,group_929,group_929,group_376,group_376,group_305,group_930,group_376,group_929,group_1757,group_376,group_929,group_922,group_929,,group_931,
amiD,group_925,greA,group_1754,group_1754,group_1754,group_930,group_376,group_376,group_1757,group_1757,secA,group_931,group_1757,group_376,group_930,group_1757,group_376,alaS,group_376,,glnQ,
group_1766,greA,group_1754,pntAA,pntAA,pntAA,group_931,group_1757,group_1757,group_930,group_930,prsA1,glnQ,group_930,group_1757,group_931,group_930,group_1757,truA,group_1757,,phnP,
rpmG,group_1754,pntAA,lolA,lolA,lolA,glnQ,group_930,group_930,group_931,group_931,acpS,phnP,group_931,group_930,glnQ,group_931,group_930,rpoD,group_930,,group_932,
mutL,pntAA,lolA,ruvB_2,ruvB_2,ruvB_2,phnP,group_931,group_931,glnQ,glnQ,rpoZ,group_932,glnQ,group_931,phnP,glnQ,group_931,dnaG,group_931,,dinJ,
group_1767,lolA,ruvB_2,ybaB,ybaB,ybaB,group_932,glnQ,glnQ,phnP,phnP,murA,dinJ,phnP,glnQ,group_932,phnP,glnQ,group_925,glnQ,,group_2912,
group_1768,ruvB_2,ybaB,group_375,group_375,group_375,dinJ,phnP,phnP,group_932,group_932,gyrB,group_1761,group_932,phnP,dinJ,group_932,phnP,greA,phnP,,group_934,
bdhA,ybaB,group_375,group_1756,group_1756,group_1756,group_1761,group_932,group_932,dinJ,dinJ,group_762,group_933,dinJ,group_932,group_1761,dinJ,group_932,group_1754,group_932,,group_1762,
group_939,group_375,group_1756,group_929,group_929,group_929,group_933,dinJ,dinJ,group_1761,group_1761,group_763,group_934,group_1761,dinJ,group_933,group_1761,dinJ,pntAA,dinJ,,dapE,
group_940,group_1756,group_929,group_376,group_376,group_376,group_934,group_1761,group_1761,group_933,group_933,group_971,group_1762,group_933,group_1761,group_934,group_933,group_1761,lolA,group_1761,,group_78,
group_1769,group_929,group_376,group_1757,group_1757,group_1757,group_1762,group_933,group_933,group_934,group_934,group_3420,dapE,group_934,group_933,group_1762,group_934,group_933,ruvB_2,group_933,,group_2913,
proP_4,group_376,group_1757,group_930,group_930,group_930,dapE,group_934,group_934,group_1762,group_1762,group_3417,group_78,group_1762,group_934,dapE,group_1762,group_934,ybaB,group_934,,group_377,
hemF,group_1757,group_930,group_931,group_931,group_931,group_78,group_1762,group_1762,dapE,dapE,group_3422,group_377,dapE,group_1762,group_78,dapE,group_1762,group_375,group_1762,,group_2914,
group_942,group_930,group_931,glnQ,glnQ,glnQ,group_377,dapE,dapE,group_78,group_78,group_1578,group_1764,group_78,dapE,group_377,group_78,dapE,group_1756,dapE,,group_2915,
group_167,group_931,glnQ,phnP,phnP,phnP,group_1764,group_78,group_78,group_377,group_377,group_1579,group_935,group_377,group_78,group_1764,group_377,group_78,group_929,group_78,,group_2916,
group_381,glnQ,phnP,group_932,group_932,group_932,group_935,group_377,group_377,group_1764,group_1764,group_764,nhaA_1,group_1764,group_377,group_935,group_1764,group_377,group_376,group_377,,nhaA_2,
hemH,phnP,group_932,dinJ,dinJ,dinJ,nhaA_1,group_1764,group_1764,group_935,group_935,secD,nhaA_2,group_935,group_1764,nhaA_1,group_935,group_1764,group_1757,group_1764,,group_379,
hemE,group_932,dinJ,group_1761,group_1761,group_1761,nhaA_2,group_935,group_935,nhaA_1,nhaA_1,group_1581,group_379,nhaA_1,group_935,nhaA_2,nhaA_1,group_935,group_930,group_935,,lipB,
,dinJ,group_1761,group_933,group_933,group_933,group_379,nhaA_1,nhaA_1,nhaA_2,nhaA_2,ccmE,lipB,nhaA_2,nhaA_1,group_379,nhaA_2,nhaA_1,group_931,nhaA_1,,amiD,
,group_1761,group_933,group_934,group_934,group_934,lipB,nhaA_2,nhaA_2,group_379,group_379,ppa,amiD,group_379,nhaA_2,lipB,group_379,nhaA_2,glnQ,nhaA_2,,group_1766,
,group_933,group_934,group_1762,group_1762,group_1762,amiD,group_379,group_379,lipB,lipB,murJ,group_1766,lipB,group_379,amiD,lipB,group_379,phnP,group_379,,rpmG,
,group_934,group_1762,dapE,dapE,dapE,group_1766,lipB,lipB,amiD,amiD,group_767,rpmG,amiD,lipB,group_1766,amiD,lipB,group_932,lipB,,mutL,
,group_1762,dapE,group_78,group_78,group_78,rpmG,amiD,amiD,group_1766,group_1766,group_768,mutL,group_1766,amiD,rpmG,group_1766,amiD,dinJ,amiD,,group_2917,
,dapE,group_78,group_1764,group_1764,group_1764,mutL,group_1766,group_1766,rpmG,rpmG,recG,group_1767,rpmG,group_1766,mutL,rpmG,group_1766,group_1761,group_1766,,bdhA,
,group_78,group_1764,group_935,group_935,group_935,group_1767,rpmG,rpmG,mutL,mutL,group_1583,group_1768,mutL,rpmG,group_1767,mutL,rpmG,group_933,rpmG,,group_939,
,group_1764,group_935,nhaA_1,nhaA_1,nhaA_1,group_1768,mutL,mutL,group_1767,group_1767,group_992,bdhA,group_1767,mutL,group_1768,group_1767,mutL,group_934,mutL,,group_2918,
,group_935,nhaA_1,nhaA_2,nhaA_2,nhaA_2,bdhA,group_1767,group_1767,group_1768,group_1768,group_770,group_939,group_1768,group_1767,bdhA,group_1768,group_1767,group_1762,group_1767,,proP_4,
